"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.159493428E0,9.178000450E0,-1.922299957E1,1.682799911E1,2.714665650E1
9.164474890E0,8.161999702E0,-1.863599968E1,1.782900047E1,2.705165394E1
9.169456184E0,7.429999828E0,-1.834099960E1,1.821699905E1,2.689714145E1
9.174437644E0,7.057000160E0,-1.902400017E1,1.927300072E1,2.798503869E1
9.179418954E0,6.184000015E0,-1.982900047E1,2.032099915E1,2.905811629E1
9.184400423E0,5.368999958E0,-2.111000061E1,2.121899986E1,3.040895002E1
9.189381733E0,4.300000191E0,-2.196400070E1,2.204899979E1,3.141760207E1
9.194362964E0,2.961999893E0,-2.245400047E1,2.224200058E1,3.174369497E1
9.199344423E0,1.425999999E0,-2.275600052E1,2.223500061E1,3.184751619E1
9.204325733E0,-2.370000035E-1,-2.301499939E1,2.222599983E1,3.199595966E1
9.209307193E0,-2.069999933E0,-2.328400040E1,2.195000076E1,3.206605850E1
9.214288502E0,-4.044000149E0,-2.367799950E1,2.165200043E1,3.233899689E1
9.219269957E0,-5.988999844E0,-2.427599907E1,2.137700081E1,3.289632827E1
9.224251190E0,-7.636000156E0,-2.484600067E1,2.078300095E1,3.328010481E1
9.229232490E0,-9.053999901E0,-2.475000000E1,1.988999939E1,3.301741192E1
9.234214029E0,-1.002400017E1,-2.438599968E1,1.872400093E1,3.233799268E1
9.239195262E0,-9.446000099E0,-2.547699928E1,1.754999924E1,3.234666727E1
9.244176731E0,-1.057299995E1,-2.470999908E1,1.617900085E1,3.137088541E1
9.249158041E0,-9.739000320E0,-2.510799980E1,1.505399990E1,3.085259623E1
9.254139500E0,-8.552000046E0,-2.563500023E1,1.320400047E1,3.007716027E1
9.259120733E0,-7.139999866E0,-2.593899918E1,1.193999958E1,2.943424649E1
9.264102039E0,-5.992000103E0,-2.599300003E1,1.066300011E1,2.872698535E1
9.269083510E0,-5.611000061E0,-2.609000015E1,9.539999962E0,2.834048392E1
9.274064820E0,-5.772999763E0,-2.626700020E1,9.137999535E0,2.840397615E1
9.279046280E0,-6.037000179E0,-2.669700050E1,9.336999893E0,2.891979900E1
9.284027622E0,-6.392000198E0,-2.719599915E1,9.847000122E0,2.962167192E1
9.289009082E0,-6.790999889E0,-2.765299988E1,1.030300045E1,3.028131272E1
9.293990416E0,-7.171000004E0,-2.803599930E1,1.049400043E1,3.078253633E1
9.298971875E0,-7.360000134E0,-2.844199944E1,1.033100033E1,3.114235864E1
9.303953228E0,-7.692999840E0,-2.835000038E1,1.002400017E1,3.103844950E1
9.308934459E0,-8.001999855E0,-2.821500015E1,9.656000137E0,3.087647282E1
9.313915870E0,-8.182999611E0,-2.834600067E1,8.727999687E0,3.076743758E1
9.318897180E0,-8.387999535E0,-2.814100075E1,8.064000130E0,3.045164293E1
9.323878639E0,-8.638999939E0,-2.745700073E1,7.355000019E0,2.970884101E1
9.328859935E0,-9.000000000E0,-2.679400063E1,6.195000172E0,2.893607604E1
9.333841395E0,-9.854999542E0,-2.645800018E1,4.862999916E0,2.864952980E1
9.338822704E0,-1.080300045E1,-2.622500038E1,4.297999859E0,2.868672631E1
9.343804168E0,-1.145199966E1,-2.584000015E1,4.361000061E0,2.859846544E1
9.348785478E0,-1.179300022E1,-2.523999977E1,4.327000141E0,2.819317955E1
9.353766718E0,-1.237500000E1,-2.457699966E1,3.375999928E0,2.772303939E1
9.358748178E0,-1.336499977E1,-2.392300034E1,2.240999937E0,2.749464029E1
9.363729488E0,-1.426500034E1,-2.309399986E1,1.491000056E0,2.718540317E1
9.368710947E0,-1.476599979E1,-2.186499977E1,5.899999738E-1,2.639054878E1
9.373692257E0,-1.463700008E1,-2.029599953E1,-6.380000114E-1,2.503150839E1
9.378673474E0,-1.380799961E1,-1.871400070E1,-1.873000026E0,2.333201244E1
9.383654933E0,-1.216699982E1,-1.756299973E1,-2.605999947E0,2.152408139E1
9.388636481E0,-9.633999825E0,-1.721800041E1,-2.609999895E0,1.990189916E1
9.393617714E0,-6.524000168E0,-1.745299911E1,-2.052999973E0,1.874525447E1
9.398599021E0,-3.293999910E0,-1.776300049E1,-1.105000019E0,1.809960350E1
9.403580463E0,-2.820000052E-1,-1.780100060E1,-4.500000179E-2,1.780329102E1
9.408561772E0,2.298000097E0,-1.778199959E1,9.860000014E-1,1.795696271E1
9.413543232E0,4.376999855E0,-1.784600067E1,1.850999951E0,1.846791998E1
9.418524498E0,5.995999813E0,-1.796699905E1,3.016999960E0,1.917986855E1
9.423505957E0,6.760000229E0,-1.816399956E1,4.840000153E0,1.997633812E1
9.428487190E0,6.140999794E0,-1.829599953E1,7.030000210E0,2.053962950E1
9.433468496E0,4.395999908E0,-1.759300041E1,8.175000191E0,1.989143300E1
9.438449957E0,1.695000052E0,-1.773100090E1,9.847999573E0,2.035299766E1
9.443431277E0,-1.324000001E0,-1.724500084E1,1.082299995E1,2.040294974E1
9.448412737E0,-4.248000145E0,-1.647200012E1,1.115200043E1,2.034058521E1
9.453394046E0,-6.835999966E0,-1.532400036E1,1.111600018E1,2.012762635E1
9.458375511E0,-8.895000458E0,-1.412199974E1,1.072399998E1,1.983824804E1
9.463356821E0,-1.036699963E1,-1.288099957E1,9.994000435E0,1.932032287E1
9.468338045E0,-1.161999989E1,-1.122599983E1,8.913000107E0,1.845234512E1
9.473319505E0,-1.268099976E1,-9.394000053E0,7.558000088E0,1.749795294E1
9.478300815E0,-1.355399990E1,-8.003999710E0,6.268000126E0,1.694292626E1
9.483282255E0,-1.483300018E1,-7.000000000E0,5.469999790E0,1.728984650E1
9.488263565E0,-1.684700012E1,-6.116000175E0,5.164999962E0,1.865218743E1
9.493244996E0,-1.937999916E1,-5.077000141E0,4.736999989E0,2.058639033E1
9.498226229E0,-2.191799927E1,-3.809000015E0,3.927999973E0,2.259062542E1
9.503207535E0,-2.413199997E1,-2.440000057E0,3.056999922E0,2.444692765E1
9.508188999E0,-2.581100082E1,-1.294999957E0,2.190999985E0,2.593617685E1
9.513170309E0,-2.691699982E1,-3.499999940E-1,1.110999942E0,2.694219182E1
9.518151769E0,-2.756999969E1,4.020000100E-1,1.499999966E-2,2.757293441E1
9.523133112E0,-2.830900002E1,9.750000238E-1,-8.309999704E-1,2.833797219E1
9.528114572E0,-2.967900085E1,1.523000002E0,-1.409999967E0,2.975148266E1
9.533095882E0,-3.154199982E1,2.013999939E0,-1.950000048E0,3.166632989E1
9.538077341E0,-3.368099976E1,2.476999998E0,-2.811000109E0,3.388874437E1
9.543058651E0,-3.604399872E1,2.862999916E0,-3.851000071E0,3.636202433E1
9.548039877E0,-3.875500107E1,3.203000069E0,-4.381999969E0,3.913324981E1
9.553021336E0,-4.173300171E1,3.677999973E0,-3.913000107E0,4.207710405E1
9.558002646E0,-4.455699921E1,4.109000206E0,-3.292000055E0,4.486699595E1
9.562984095E0,-4.690499878E1,4.309999943E0,-2.688999891E0,4.717929345E1
9.567965405E0,-4.867599869E1,4.472000122E0,-2.006000042E0,4.892213885E1
9.572946865E0,-4.969900131E1,4.551000118E0,-1.378999949E0,4.992598496E1
9.577928074E0,-4.990299988E1,4.677000046E0,-9.269999862E-1,5.013026087E1
9.582909611E0,-4.945299911E1,4.995999813E0,-7.099999785E-1,4.970979014E1
9.587890853E0,-4.831499863E1,5.287000179E0,-5.749999881E-1,4.860681113E1
9.592872160E0,-4.659600067E1,5.343999863E0,-3.840000033E-1,4.690301770E1
9.597853620E0,-4.438600159E1,5.236000061E0,8.500000089E-2,4.469384811E1
9.602834925E0,-4.187300110E1,4.988999844E0,5.630000234E-1,4.217292152E1
9.607816384E0,-3.929800034E1,4.480000019E0,1.057000041E0,3.956665869E1
9.612797694E0,-3.677099991E1,3.760999918E0,1.769999981E0,3.700519497E1
9.617779173E0,-3.437699890E1,2.806999922E0,2.403000116E0,3.457501571E1
9.622760405E0,-3.188400078E1,1.625000000E0,2.443000078E0,3.201871921E1
9.627741735E0,-2.893400002E1,5.090000033E-1,2.381000042E0,2.903626352E1
9.632723197E0,-2.518300056E1,-6.159999967E-1,1.738999963E0,2.525048701E1
9.637704506E0,-1.997299957E1,-1.692999959E0,1.185999990E0,2.007968020E1
9.642685981E0,-1.440799999E1,-2.244999886E0,1.641000032E0,1.467390096E1
9.647667291E0,-1.069600010E1,-2.121999979E0,2.553999901E0,1.119956327E1
9.652648726E0,-8.510999680E0,-2.263000011E0,3.792999983E0,9.588802504E0
9.657630036E0,-7.438000202E0,-2.959000111E0,5.163000107E0,9.525549788E0
9.662611495E0,-6.850999832E0,-3.947999954E0,6.403999805E0,1.017517154E1
9.667592834E0,-6.526000023E0,-4.905000210E0,7.191999912E0,1.087991572E1
9.672574294E0,-6.525000095E0,-5.335000038E0,7.682000160E0,1.140398957E1
9.677555526E0,-6.979000092E0,-4.935999870E0,8.133000374E0,1.179899284E1
9.682536822E0,-7.652999878E0,-4.551000118E0,8.324000359E0,1.218888802E1
9.687518284E0,-8.769000053E0,-4.514999866E0,7.834000111E0,1.259571925E1
9.692499593E0,-1.009300041E1,-4.744999886E0,7.907000065E0,1.367129589E1
9.697481063E0,-1.134700012E1,-5.264999866E0,8.604999542E0,1.518290659E1
9.702462296E0,-1.249499989E1,-5.989999771E0,9.467000008E0,1.678181184E1
9.707443601E0,-1.341100025E1,-6.920000076E0,1.026099968E1,1.824909431E1
9.712425140E0,-1.404300022E1,-8.102000237E0,1.092599964E1,1.955059414E1
9.717406373E0,-1.422900009E1,-9.432999611E0,1.109899998E1,2.036255696E1
9.722387803E0,-1.403499985E1,-1.077900028E1,1.094900036E1,2.080982164E1
9.727369113E0,-1.371399975E1,-1.196399975E1,1.047500038E1,2.099849309E1
9.732350572E0,-1.328400040E1,-1.311299992E1,9.784999847E0,2.107514307E1
9.737331887E0,-1.264000034E1,-1.427099991E1,8.946000099E0,2.105853663E1
9.742313347E0,-1.166899967E1,-1.558899975E1,7.947999954E0,2.103219365E1
9.747294583E0,-1.047299957E1,-1.689900017E1,6.986000061E0,2.107282904E1
9.752275889E0,-8.836999893E0,-1.798600006E1,6.367000103E0,2.102682705E1
9.757257351E0,-6.974999905E0,-1.874200058E1,5.808000088E0,2.082417044E1
9.762238656E0,-5.099999905E0,-1.918700027E1,5.482999802E0,2.059646245E1
9.767220116E0,-3.407000065E0,-1.945299911E1,5.209000111E0,2.042450749E1
9.772201426E0,-2.105999947E0,-1.959700012E1,4.922999859E0,2.031535324E1
9.777182894E0,-1.386999965E0,-1.979700089E1,5.019999981E0,2.047059874E1
9.782164204E0,-1.174000025E0,-2.014399910E1,5.534999847E0,2.092355608E1
9.787145697E0,-1.396000028E0,-2.052099991E1,6.126999855E0,2.146160247E1
9.792127007E0,-1.983000040E0,-2.061899948E1,6.487999916E0,2.170644079E1
9.797108467E0,-2.871999979E0,-2.042900085E1,6.756000042E0,2.170797080E1
9.802089723E0,-4.000999928E0,-2.011400032E1,6.747000217E0,2.158941920E1
9.807070954E0,-5.144000053E0,-1.994499969E1,6.383999825E0,2.156430391E1
9.812052414E0,-6.178999901E0,-2.005200005E1,5.827000141E0,2.177651662E1
9.817033723E0,-6.941999912E0,-2.040200043E1,5.263999939E0,2.218428903E1
9.822015183E0,-7.355999947E0,-2.094099998E1,4.853000164E0,2.271976730E1
9.826996498E0,-7.767000198E0,-2.172299957E1,4.698999882E0,2.354348323E1
9.831977728E0,-7.997000217E0,-2.219400024E1,4.403999805E0,2.399835148E1
9.836959188E0,-8.251000404E0,-2.248200035E1,3.907999992E0,2.426503269E1
9.841940507E0,-8.760000229E0,-2.260499954E1,3.693000078E0,2.452268048E1
9.846921966E0,-9.274999619E0,-2.250099945E1,3.684999943E0,2.461503237E1
9.851903276E0,-9.923999786E0,-2.245499992E1,4.030000210E0,2.487878001E1
9.856884703E0,-1.078100014E1,-2.224900055E1,4.535999775E0,2.513609523E1
9.861866012E0,-1.173299980E1,-2.199500084E1,5.070000172E0,2.543910863E1
9.866847476E0,-1.229699993E1,-2.196999931E1,6.027999878E0,2.588887521E1
9.871828785E0,-1.239599991E1,-2.215099907E1,7.151999950E0,2.637192971E1
9.876810245E0,-1.218999958E1,-2.250300026E1,8.394000053E0,2.693399984E1
9.881791464E0,-1.153100014E1,-2.318600082E1,9.388999939E0,2.754465317E1
9.886772770E0,-1.030900002E1,-2.409799957E1,9.913000107E0,2.802243094E1
9.891754226E0,-7.257999897E0,-2.555400085E1,8.001000404E0,2.774349527E1
9.896735536E0,-6.637000084E0,-2.607600021E1,7.644999981E0,2.797237176E1
9.901716995E0,-6.364999771E0,-2.635700035E1,7.605999947E0,2.816124864E1
9.906698305E0,-6.425000191E0,-2.629400063E1,7.614999771E0,2.811838043E1
9.911679536E0,-6.679999828E0,-2.601600075E1,7.268000126E0,2.782586061E1
9.916660995E0,-7.059999943E0,-2.579700089E1,7.034999847E0,2.765538061E1
9.921642334E0,-7.269000053E0,-2.589200020E1,7.096000195E0,2.781343659E1
9.926623794E0,-7.250999928E0,-2.628100014E1,7.381000042E0,2.824441767E1
9.931605103E0,-7.142000198E0,-2.678899956E1,7.736999989E0,2.878402044E1
9.936586587E0,-6.886000156E0,-2.711199951E1,8.041999817E0,2.910586327E1
9.941567897E0,-6.239999771E0,-2.720299911E1,8.250000000E0,2.910332039E1
9.946549375E0,-5.201000214E0,-2.727599907E1,8.281000137E0,2.897594678E1
9.951530685E0,-3.848000050E0,-2.743400002E1,8.168999672E0,2.888189774E1
9.956512144E0,-2.459000111E0,-2.762199974E1,8.291000366E0,2.894412269E1
9.961493372E0,-1.042000055E0,-2.776199913E1,8.607999802E0,2.908456670E1
9.966474678E0,3.889999986E-1,-2.772900009E1,8.748999596E0,2.907909491E1
9.971456149E0,1.939000010E0,-2.773299980E1,8.798000336E0,2.915962635E1
9.976437459E0,3.657000065E0,-2.785400009E1,8.652999878E0,2.939546525E1
9.981418919E0,5.671999931E0,-2.796400070E1,8.335000038E0,2.972590022E1
9.986400180E0,8.071999550E0,-2.824900055E1,7.848000050E0,3.040977332E1
9.991381640E0,1.051099968E1,-2.854800034E1,7.084000111E0,3.123543653E1
9.996362935E0,1.282999992E1,-2.878400040E1,6.361999989E0,3.214969083E1
1.000134439E1,1.470499992E1,-2.876199913E1,5.401000023E0,3.275149490E1
1.000632577E1,1.581799984E1,-2.861000061E1,4.293000221E0,3.297227782E1
1.001130723E1,1.638599968E1,-2.835400009E1,3.157999992E0,3.290020168E1
1.001628846E1,1.701199913E1,-2.781299973E1,2.096999884E0,3.267060570E1
1.002126976E1,1.802099991E1,-2.709000015E1,1.154999971E0,3.255700494E1
1.002625122E1,1.918799973E1,-2.623399925E1,4.560000002E-1,3.250553778E1
1.003123253E1,1.992399979E1,-2.533799934E1,-3.500000015E-2,3.223323135E1
1.003621398E1,2.011199951E1,-2.426700020E1,-1.260000020E-1,3.151818045E1
1.004119521E1,1.976099968E1,-2.301199913E1,1.609999985E-1,3.033274029E1
1.004617652E1,1.936199951E1,-2.188800049E1,5.339999795E-1,2.922767090E1
1.005115798E1,1.948200035E1,-2.134000015E1,8.799999952E-1,2.890879354E1
1.005613929E1,1.995400047E1,-2.125099945E1,1.370000005E0,2.918294044E1
1.006112078E1,2.070899963E1,-2.128800011E1,2.013999939E0,2.976739508E1
1.006610209E1,2.180299950E1,-2.133699989E1,2.392999887E0,3.060007843E1
1.007108355E1,2.292000008E1,-2.111000061E1,2.302999973E0,3.124519704E1
1.007606487E1,2.368600082E1,-2.057200050E1,2.058000088E0,3.143993009E1
1.008104633E1,2.398100090E1,-1.988800049E1,1.763000011E0,3.120463326E1
1.008602764E1,2.381200027E1,-1.925799942E1,1.407999992E0,3.065720735E1
1.009100910E1,2.353499985E1,-1.880200005E1,1.570000052E0,3.016415627E1
1.009599041E1,2.339599991E1,-1.871500015E1,1.738000035E0,3.001074285E1
1.010097167E1,2.348200035E1,-1.899799919E1,1.792999983E0,3.025794379E1
1.010595313E1,2.364200020E1,-1.937800026E1,1.909000039E0,3.062834224E1
1.011093444E1,2.364299965E1,-1.965099907E1,2.217999935E0,3.082324968E1
1.011591588E1,2.340999985E1,-1.954899979E1,2.739000082E0,3.062178321E1
1.012089719E1,2.303800011E1,-1.945000076E1,3.276999950E0,3.032805149E1
1.012587863E1,2.225600052E1,-1.957699966E1,3.325999975E0,2.982701378E1
1.013085994E1,2.087100029E1,-1.973100090E1,3.039000034E0,2.888159571E1
1.013584140E1,1.927700043E1,-1.973399925E1,2.801000118E0,2.772866880E1
1.014082269E1,1.759499931E1,-1.953199959E1,2.526999950E0,2.640963342E1
1.014580392E1,1.594499969E1,-1.935899925E1,1.911999941E0,2.515292450E1
1.015078538E1,1.431599998E1,-1.889200020E1,1.292000055E0,2.373867712E1
1.015576667E1,1.267599964E1,-1.844899940E1,7.929999828E-1,2.239811141E1
1.016074813E1,1.111200047E1,-1.821999931E1,4.679999948E-1,2.134628664E1
1.016572944E1,9.199000359E0,-1.767600060E1,4.399999976E-2,1.992647838E1
1.017071090E1,7.631999969E0,-1.705400085E1,-6.800000072E-1,1.869622338E1
1.017569220E1,7.556000233E0,-1.837400055E1,7.459999919E-1,1.988098468E1
1.018067344E1,6.350999832E0,-1.753300095E1,1.080000028E-1,1.864813624E1
1.018565490E1,6.336999893E0,-1.723999977E1,2.870000005E-1,1.837001711E1
1.019063620E1,6.507999897E0,-1.694199944E1,1.090000033E0,1.818168055E1
1.019561769E1,6.521999836E0,-1.688599968E1,1.312000036E0,1.814923721E1
1.020059900E1,6.513999939E0,-1.691799927E1,1.416000009E0,1.818394760E1
1.020558048E1,6.705999851E0,-1.689200020E1,1.172000051E0,1.821218517E1
1.021056171E1,7.107999802E0,-1.696599960E1,1.315000057E0,1.844174690E1
1.021554325E1,7.559999943E0,-1.710700035E1,1.789000034E0,1.878838953E1
1.022052448E1,8.362000465E0,-1.769400024E1,2.490999937E0,1.972829889E1
1.022550602E1,9.142999649E0,-1.849200058E1,3.145999908E0,2.086733916E1
1.023048733E1,9.850000381E0,-1.929700089E1,3.951999903E0,2.202305732E1
1.023546856E1,1.000300026E1,-1.982299995E1,4.627999783E0,2.268104326E1
1.024045002E1,9.463999748E0,-1.997699928E1,4.914999962E0,2.264519852E1
1.024543133E1,8.512000084E0,-2.003800011E1,5.422999859E0,2.243623233E1
1.025041281E1,7.263999939E0,-2.016300011E1,6.058000088E0,2.227131863E1
1.025539412E1,5.859000206E0,-2.026700020E1,6.862999916E0,2.218512899E1
1.026037558E1,4.419000149E0,-2.021500015E1,7.451000214E0,2.199298065E1
1.026535681E1,3.289999962E0,-2.002799988E1,7.876999855E0,2.177135746E1
1.027033812E1,2.627000093E0,-1.985099983E1,8.383999825E0,2.170840337E1
1.027531958E1,2.270999908E0,-1.975300026E1,8.765999794E0,2.172973107E1
1.028030089E1,2.121999979E0,-1.980599976E1,9.126999855E0,2.191078813E1
1.028528235E1,2.190000057E0,-1.997299957E1,9.258000374E0,2.212300574E1
1.029026364E1,2.489000082E0,-2.024900055E1,9.338999748E0,2.243733632E1
1.029524510E1,2.993999958E0,-2.058200073E1,9.576999664E0,2.289763552E1
1.030022641E1,3.572999954E0,-2.093400002E1,9.826999664E0,2.340018392E1
1.030520783E1,3.996999979E0,-2.134199905E1,1.000199986E1,2.390600204E1
1.031018914E1,4.308000088E0,-2.186899948E1,1.012600040E1,2.448158261E1
1.031517057E1,4.014999866E0,-2.222900009E1,1.013799953E1,2.475939627E1
1.032015188E1,3.602999926E0,-2.257299995E1,1.027499962E1,2.506187448E1
1.032513311E1,3.477999926E0,-2.300499916E1,1.063399982E1,2.558140774E1
1.033011458E1,3.207999945E0,-2.334000015E1,1.093500042E1,2.597346925E1
1.033509589E1,2.865999937E0,-2.380699921E1,1.109899998E1,2.642300073E1
1.034007735E1,2.418999910E0,-2.443000031E1,1.119799995E1,2.698280338E1
1.034505865E1,1.855000019E0,-2.508099937E1,1.146500015E1,2.763953298E1
1.035004011E1,1.077000022E0,-2.564800072E1,1.176500034E1,2.823818519E1
1.035502145E1,9.899999946E-2,-2.630900002E1,1.192899990E1,2.888726919E1
1.036000291E1,-8.249999881E-1,-2.683799934E1,1.194699955E1,2.938859697E1
1.036498414E1,-1.659000039E0,-2.697100067E1,1.172399998E1,2.945571819E1
1.036996567E1,-2.421000004E0,-2.657500076E1,1.142899990E1,2.902953574E1
1.037494691E1,-2.891999960E0,-2.641399956E1,1.123299980E1,2.884862771E1
1.037992821E1,-3.331000090E0,-2.622200012E1,1.115100002E1,2.868856311E1
1.038490967E1,-3.696000099E0,-2.618099976E1,1.099800014E1,2.863671022E1
1.038989098E1,-3.923000097E0,-2.614500046E1,1.104399967E1,2.865171736E1
1.039487244E1,-4.065999985E0,-2.600000000E1,1.109500027E1,2.855926096E1
1.039985371E1,-4.208000183E0,-2.559099960E1,1.117899990E1,2.824139807E1
1.040483517E1,-4.258999825E0,-2.497900009E1,1.119099998E1,2.770068602E1
1.040981648E1,-4.211999893E0,-2.431299973E1,1.122000027E1,2.710629640E1
1.041479773E1,-4.020999908E0,-2.379800034E1,1.125599957E1,2.663101174E1
1.041977919E1,-3.829999924E0,-2.341399956E1,1.130300045E1,2.628007028E1
1.042476051E1,-3.670000076E0,-2.318600082E1,1.141800022E1,2.610421927E1
1.042974197E1,-3.609999895E0,-2.313999939E1,1.133199978E1,2.601741513E1
1.043472328E1,-3.299000025E0,-2.285799980E1,1.114099979E1,2.564163475E1
1.043970470E1,-3.236999989E0,-2.247900009E1,1.074400043E1,2.512403549E1
1.044468601E1,-3.427000046E0,-2.210600090E1,9.998999596E0,2.450305283E1
1.044966747E1,-3.732000113E0,-2.163100052E1,9.432000160E0,2.389122507E1
1.045464878E1,-4.168000221E0,-2.102400017E1,8.704000473E0,2.313310254E1
1.045963024E1,-4.552000046E0,-2.056599998E1,7.760000229E0,2.244768726E1
1.046461152E1,-4.882999897E0,-2.072299957E1,6.638000011E0,2.230133277E1
1.046959298E1,-5.278999805E0,-2.115399933E1,5.913000107E0,2.259033193E1
1.047457429E1,-5.675000191E0,-2.115299988E1,5.880000114E0,2.267662745E1
1.047955553E1,-5.776000023E0,-2.119899940E1,5.564000130E0,2.266534468E1
1.048453699E1,-6.688000202E0,-2.105800056E1,4.971000195E0,2.264684476E1
1.048951830E1,-7.701000214E0,-2.042700005E1,4.302000046E0,2.225027954E1
1.049449974E1,-9.071999550E0,-1.965399933E1,4.221000195E0,2.205442604E1
1.049948105E1,-1.114900017E1,-1.845000076E1,4.500999928E0,2.202184673E1
1.050446254E1,-1.387800026E1,-1.688100052E1,4.500000000E0,2.231181458E1
1.050944377E1,-1.677400017E1,-1.519699955E1,4.223000050E0,2.302497788E1
1.051442510E1,-1.902499962E1,-1.357800007E1,3.905999899E0,2.369745834E1
1.051940656E1,-2.011400032E1,-1.226299953E1,3.667999983E0,2.384131688E1
1.052438787E1,-1.983399963E1,-1.150800037E1,3.400000095E0,2.318149294E1
1.052936934E1,-1.873900032E1,-1.110599995E1,2.880000114E0,2.197243201E1
1.053435065E1,-1.743300056E1,-1.069799995E1,2.305000067E0,2.058323923E1
1.053933211E1,-1.606800079E1,-1.018999958E1,1.569000006E0,1.909132007E1
1.054431340E1,-1.439000034E1,-9.817999840E0,5.830000043E-1,1.743000630E1
1.054929486E1,-1.234599972E1,-9.487000465E0,-2.829999924E-1,1.557263548E1
1.055427617E1,-1.026599979E1,-8.984999657E0,-1.016000032E0,1.368039571E1
1.055925761E1,-8.534999847E0,-8.406999588E0,-1.417000055E0,1.206365424E1
1.056423892E1,-7.143000126E0,-7.894999981E0,-1.679999948E0,1.077849133E1
1.056922015E1,-6.205999851E0,-7.386000156E0,-1.384999990E0,9.746058559E0
1.057420158E1,-5.783999920E0,-6.848000050E0,-7.490000129E-1,8.995040899E0
1.057918289E1,-6.280000210E0,-6.190999985E0,1.330000013E-1,8.819556250E0
1.058416435E1,-6.986999989E0,-5.650000095E0,1.340000033E0,9.084947441E0
1.058914569E1,-8.961000443E0,-4.431000233E0,2.285000086E0,1.025448767E1
1.059412715E1,-1.169799995E1,-3.346999884E0,2.517999887E0,1.242521366E1
1.059910846E1,-1.473999977E1,-2.471999884E0,2.868000031E0,1.521853478E1
1.060408989E1,-1.772599983E1,-1.353999972E0,4.024000168E0,1.822736852E1
1.060907113E1,-2.015299988E1,8.000000380E-3,5.079999924E0,2.078340365E1
1.061405246E1,-2.188500023E1,1.513000011E0,5.525000095E0,2.262229056E1
1.061903392E1,-2.307600021E1,3.059000015E0,5.188000202E0,2.384899606E1
1.062401523E1,-2.394099998E1,4.333000183E0,4.888000011E0,2.481610193E1
1.062899671E1,-2.479800034E1,5.315999985E0,4.914999962E0,2.583327120E1
1.063397802E1,-2.587400055E1,6.047999859E0,4.817999840E0,2.700472790E1
1.063895948E1,-2.691600037E1,6.632999897E0,4.668000221E0,2.811152770E1
1.064394079E1,-2.770299911E1,7.274000168E0,4.300000191E0,2.896303230E1
1.064892225E1,-2.797800064E1,7.801000118E0,3.519999981E0,2.925772586E1
1.065390356E1,-2.768199921E1,7.997000217E0,2.503999949E0,2.892257091E1
1.065888506E1,-2.712400055E1,7.810999870E0,1.417000055E0,2.826182963E1
1.066386637E1,-2.668300056E1,7.441999912E0,1.930000037E-1,2.770204200E1
1.066884783E1,-2.663400078E1,7.203000069E0,-1.141999960E0,2.761444136E1
1.067382909E1,-2.683499908E1,7.047999859E0,-2.322000027E0,2.784211131E1
1.067881040E1,-2.707799911E1,6.863999844E0,-3.359999895E0,2.813578023E1
1.068379186E1,-2.732099915E1,6.605999947E0,-4.117000103E0,2.840820162E1
1.068877318E1,-2.755299950E1,6.222000122E0,-4.576000214E0,2.861504578E1
1.069375464E1,-2.773699951E1,5.684000015E0,-4.789000034E0,2.871556232E1
1.069873594E1,-2.792399979E1,5.063000202E0,-4.817999840E0,2.878535839E1
1.070371741E1,-2.821500015E1,4.541999817E0,-4.686999798E0,2.896004080E1
1.070869865E1,-2.846400070E1,4.183000088E0,-4.309000015E0,2.909062232E1
1.071367995E1,-2.823600006E1,3.845000029E0,-3.805999994E0,2.874963236E1
1.071866141E1,-2.719099998E1,3.316999912E0,-3.030999899E0,2.755975198E1
1.072364272E1,-2.557999992E1,2.744999886E0,-1.973000050E0,2.580240589E1
1.072862418E1,-2.369199944E1,2.167000055E0,-9.869999886E-1,2.381136064E1
1.073360547E1,-2.162500000E1,1.476999998E0,3.030000031E-1,2.167749900E1
1.073858693E1,-1.956100082E1,6.999999881E-1,1.934000015E0,1.966883599E1
1.074356824E1,-1.762700081E1,-3.599999845E-2,3.055000067E0,1.788981495E1
1.074854970E1,-1.641300011E1,-6.570000052E-1,3.940999985E0,1.689229713E1
1.075353101E1,-1.576700020E1,-1.358999968E0,4.528999805E0,1.646077202E1
1.075851249E1,-1.511699963E1,-1.952999949E0,5.107999802E0,1.607574410E1
1.076349380E1,-1.440900040E1,-2.381000042E0,4.881000042E0,1.539846145E1
1.076847529E1,-1.388099957E1,-2.369999886E0,3.924000025E0,1.461837284E1
1.077345660E1,-1.331599998E1,-2.341000080E0,3.217999935E0,1.389790130E1
1.077843783E1,-1.274600029E1,-2.591000080E0,2.164999962E0,1.318563725E1
1.078341929E1,-1.240100002E1,-2.904000044E0,1.682000041E0,1.284706745E1
1.078840060E1,-1.206999969E1,-3.301000118E0,1.705999970E0,1.262901145E1
1.079338206E1,-1.174699974E1,-3.687000036E0,1.848000050E0,1.244994283E1
1.079836335E1,-1.157999992E1,-4.019999981E0,2.114000082E0,1.243888236E1
1.080334481E1,-1.164999962E1,-4.357999802E0,2.460000038E0,1.267936330E1
1.080832612E1,-1.188199997E1,-4.701000214E0,2.894999981E0,1.310199798E1
